"","Column","activity_nr","X.x","reporting_id","state_flag","estab_name","site_address","site_city","site_state","site_zip","owner_type","owner_code","adv_notice","safety_hlth","sic_code","naics_code","insp_type","insp_scope","why_no_insp","union_status","safety_manuf","safety_const","safety_marit","health_manuf","health_const","health_marit","migrant","mail_street","mail_city","mail_state","mail_zip","host_est_key","nr_in_estab","open_date","case_mod_date","close_conf_date","close_case_date","ld_dt","year","X.y","citation_id","delete_flag","standard","viol_type","issuance_date","abate_date","abate_complete","current_penalty","initial_penalty","contest_date","final_order_date","nr_instances","nr_exposed","rec","gravity","emphasis","hazcat","fta_insp_nr","fta_issuance_date","fta_penalty","fta_contest_date","fta_final_order_date","hazsub1","hazsub2","hazsub3","hazsub4","hazsub5","load_dt"
"820",3981,341685345,1805,950621,NA,"CA CORRECTIONS & REHABILITATION DIVISION OF FACILITY PLANNING, CONSTRUCTION AND MANAGEMENT","100 PRISON RD","REPRESA","CA",95671,"C",NA,"N","S",NA,922140,"A","B","I","A","","",NA,"","","",NA,"PO BOX 6425","FOLSOM","CA",95763,"HOST_EST_KEY_VALUE",32,"2016-08-10","2019-11-23","2016-09-12","2017-08-28","2019-11-24 00:23:16 EST",2017,3876733,"01001","","1592(E)","O","2016-09-16","","3",450,750,"2016-10-04","2017-07-17",1,1,"A",10,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:43 EST"
"821",3985,341701720,1809,950625,NA,"CA CORRECTION - CORCORAN","4001 KING AVE","CORCORAN","CA",93212,"C",NA,"N","H",NA,922140,"B","B","I","A","","",NA,"","","",NA,"4001 KING AVE","CORCORAN","CA",93212,"HOST_EST_KEY_VALUE",1960,"2016-08-16","2019-11-23","2017-01-05","2018-03-08","2019-11-24 00:23:16 EST",2018,3880304,"01004","","3395(I)","O","2017-01-12","2017-02-08","2",485,560,"2017-02-17","2017-12-18",1,2,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:43 EST"
"822",3986,341701720,1809,950625,NA,"CA CORRECTION - CORCORAN","4001 KING AVE","CORCORAN","CA",93212,"C",NA,"N","H",NA,922140,"B","B","I","A","","",NA,"","","",NA,"4001 KING AVE","CORCORAN","CA",93212,"HOST_EST_KEY_VALUE",1960,"2016-08-16","2019-11-23","2017-01-05","2018-03-08","2019-11-24 00:23:16 EST",2018,3880302,"01002","","3210(A)","O","2017-01-12","2017-02-08","2",650,750,"2017-02-17","2017-12-18",1,2,"",10,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:43 EST"
"823",3987,341701720,1809,950625,NA,"CA CORRECTION - CORCORAN","4001 KING AVE","CORCORAN","CA",93212,"C",NA,"N","H",NA,922140,"B","B","I","A","","",NA,"","","",NA,"4001 KING AVE","CORCORAN","CA",93212,"HOST_EST_KEY_VALUE",1960,"2016-08-16","2019-11-23","2017-01-05","2018-03-08","2019-11-24 00:23:16 EST",2018,3880305,"01005","","5142(A)(2)","O","2017-01-12","2017-02-08","2",485,560,"2017-02-17","2017-12-18",1,2,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:43 EST"
"824",3988,341701720,1809,950625,NA,"CA CORRECTION - CORCORAN","4001 KING AVE","CORCORAN","CA",93212,"C",NA,"N","H",NA,922140,"B","B","I","A","","",NA,"","","",NA,"4001 KING AVE","CORCORAN","CA",93212,"HOST_EST_KEY_VALUE",1960,"2016-08-16","2019-11-23","2017-01-05","2018-03-08","2019-11-24 00:23:16 EST",2018,3880301,"01001","","3203(A)","O","2017-01-12","2017-02-08","2",420,420,"2017-02-17","2018-02-02",1,2,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:43 EST"
"825",3989,341701720,1809,950625,NA,"CA CORRECTION - CORCORAN","4001 KING AVE","CORCORAN","CA",93212,"C",NA,"N","H",NA,922140,"B","B","I","A","","",NA,"","","",NA,"4001 KING AVE","CORCORAN","CA",93212,"HOST_EST_KEY_VALUE",1960,"2016-08-16","2019-11-23","2017-01-05","2018-03-08","2019-11-24 00:23:16 EST",2018,3880303,"01003","","3273(A)","O","2017-01-12","2017-02-08","2",750,750,"2017-02-17","2018-02-02",1,2,"",10,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:43 EST"
"826",3998,341733731,1813,950633,NA,"CA CORRECTIONS AND REHABILITATION CHUCHAWALLA VALLEY STATE PRISON","19025 WILEY'S WELL ROAD BLDG #5","BLYTHE","CA",92225,"C",NA,"N","S",NA,922140,"A","B","I","A","","",NA,"","","",NA,"PO BOX 2289","BLYTHE","CA",92225,"HOST_EST_KEY_VALUE",776,"2016-08-29","2019-11-23","2017-01-25","2017-04-17","2019-11-24 00:23:16 EST",2017,3886880,"01001","","3314(J)","O","2017-01-25","2017-02-13","2",1125,1125,"","2017-02-22",1,5,"",10,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:43 EST"
"827",4003,341744688,1817,950624,NA,"DEUEL VOCATIONAL INSTITUTION","23500 KASSON ROAD","TRACY","CA",95304,"C",NA,"N","H",NA,922140,"B","B","I","A","","",NA,"","","",NA,"23500 KASSON ROAD","TRACY","CA",95304,"HOST_EST_KEY_VALUE",1400,"2016-09-01","2019-11-23","2016-09-01","2016-09-01","2019-11-24 00:23:16 EST",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",4012,341805232,1824,950612,NA,"SANTA CLARA COUNTY ELMWOOD CORRECTIONAL FACILITY","945 THOMPSON ST","MILPITAS","CA",95035,"B",NA,"N","H",NA,922140,"B","B","I","A","","",NA,"","","",NA,"701 S. ABEL ST.","MILPITAS","CA",95035,"HOST_EST_KEY_VALUE",240,"2016-09-29","2019-11-23","2016-11-17","2017-02-13","2019-11-24 00:23:16 EST",2017,3901005,"01001","","4002(A)","O","2016-11-22","","3",800,800,"","2016-12-28",1,2,"",10,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:44 EST"
"829",4023,341828259,1833,936100,NA,"U.S. DEPARTMENT OF JUSTICE - FEDERAL BUREAU OF PRISONS (BOP) - UNITED STATES PENITENTIARY (USP) - AT","1 FEDERAL WAY","ATWATER","CA",95301,"D",1500,"N","S",NA,922140,"B","B","I","B","","",NA,"","","",NA,"1 FEDERAL WAY","ATWATER","CA",95301,"HOST_EST_KEY_VALUE",385,"2016-10-03","2019-11-23","2016-10-03","2016-12-05","2019-11-24 00:23:17 EST",2016,3905673,"02001","","19100242 B","O","2016-10-24","2016-11-18","2",0,0,"","2016-11-17",1,1,"C",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:45 EST"
"830",4024,341828259,1833,936100,NA,"U.S. DEPARTMENT OF JUSTICE - FEDERAL BUREAU OF PRISONS (BOP) - UNITED STATES PENITENTIARY (USP) - AT","1 FEDERAL WAY","ATWATER","CA",95301,"D",1500,"N","S",NA,922140,"B","B","I","B","","",NA,"","","",NA,"1 FEDERAL WAY","ATWATER","CA",95301,"HOST_EST_KEY_VALUE",385,"2016-10-03","2019-11-23","2016-10-03","2016-12-05","2019-11-24 00:23:17 EST",2016,3905674,"01001","","19100023 C01","S","2016-10-24","2016-12-05","2",0,0,"","2016-11-17",1,2,"C",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:45 EST"
"831",4025,341830255,1834,950624,NA,"CALIFORNIA PRISON INDUSTRY AUTHORITY","23500 KASSON RD","TRACY","CA",95376,"C",NA,"N","S",NA,922140,"G","B","I","B","","",NA,"","","",NA,"PO BOX 400","TRACY","CA",95304,"HOST_EST_KEY_VALUE",75,"2016-10-05","2019-11-23","2017-03-24","2017-08-16","2019-11-24 00:23:17 EST",2017,3906111,"01002","","3203(A)(4)","O","2017-03-24","","3",500,700,"2017-04-04","2017-07-03",1,1,"A",10,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:45 EST"
"832",4028,341835296,1837,950625,NA,"CA CORRECTIONS AVENAL","1 KINGS WAY","AVENAL","CA",93204,"C",NA,"N","H",NA,922140,"B","B","I","A","","",NA,"","","",NA,"PO BOX 8","AVENAL","CA",93204,"HOST_EST_KEY_VALUE",1200,"2016-10-13","2019-11-23","2016-10-31","2016-12-01","2019-11-24 00:23:17 EST",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",4034,341856417,1842,950644,NA,"CALIFORNIA DEPARTMENT OF CORRECTIONS AND REHABILITATION","14901 CENTRAL AVE","CHINO","CA",91710,"C",NA,"N","S",NA,922140,"B","B","I","B","","",NA,"","","",NA,"PO BOX 128","CHINO","CA",91708,"HOST_EST_KEY_VALUE",500,"2016-10-21","2019-11-23","2017-04-18","2017-05-29","2019-11-24 00:23:17 EST",2017,3911619,"01001","","23400024","O","2017-04-18","2017-06-05","2",200,200,"","2017-05-29",1,1,"",1,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:46 EST"
"834",4035,341861607,1843,950643,NA,"STATE OF CALIFORNIA DEPARTMENT OF CORRECTIONS AND REHABILITATION","44750 60TH ST WEST","LANCASTER","CA",93536,"A",NA,"N","S",NA,922140,"B","B","I","A","","",NA,"","","",NA,"44750 60TH ST WEST","LANCASTER","CA",93536,"HOST_EST_KEY_VALUE",1400,"2016-08-02","2016-12-23","",NA,"2016-12-24 02:04:17 EST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835",4051,341925386,1852,936100,NA,"U.S. DEPARTMENT OF JUSTICE - FEDERAL BUREAU OF PRISONS (BOP) - FEDERAL CORRECTIONAL INSTITUTION (FCI","741-925 HERLONG ACCESS ROAD A-25","HERLONG","CA",96113,"D",1503,"Y","S",NA,922140,"B","A","I","A","","",NA,"","","",NA,"FCI HERLONGP.O. BOX 900","HERLONG","CA",96113,"HOST_EST_KEY_VALUE",300,"2016-11-17","2019-11-23","2016-11-17","2017-03-28","2019-11-24 00:23:17 EST",2017,3926464,"01001","","19100023 C01","R","2017-02-23","2017-04-11","2",0,0,"","2017-03-21",1,10,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:47 EST"
"836",4052,341925386,1852,936100,NA,"U.S. DEPARTMENT OF JUSTICE - FEDERAL BUREAU OF PRISONS (BOP) - FEDERAL CORRECTIONAL INSTITUTION (FCI","741-925 HERLONG ACCESS ROAD A-25","HERLONG","CA",96113,"D",1503,"Y","S",NA,922140,"B","A","I","A","","",NA,"","","",NA,"FCI HERLONGP.O. BOX 900","HERLONG","CA",96113,"HOST_EST_KEY_VALUE",300,"2016-11-17","2019-11-23","2016-11-17","2017-03-28","2019-11-24 00:23:17 EST",2017,3926463,"02001","","19100145 C02 I","O","2017-02-23","2017-04-11","2",0,0,"","2017-03-21",2,10,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:47 EST"
"837",4053,341925386,1852,936100,NA,"U.S. DEPARTMENT OF JUSTICE - FEDERAL BUREAU OF PRISONS (BOP) - FEDERAL CORRECTIONAL INSTITUTION (FCI","741-925 HERLONG ACCESS ROAD A-25","HERLONG","CA",96113,"D",1503,"Y","S",NA,922140,"B","A","I","A","","",NA,"","","",NA,"FCI HERLONGP.O. BOX 900","HERLONG","CA",96113,"HOST_EST_KEY_VALUE",300,"2016-11-17","2019-11-23","2016-11-17","2017-03-28","2019-11-24 00:23:17 EST",2017,3926462,"02002","","19100303 B02","O","2017-02-23","2017-03-21","2",0,0,"","2017-03-21",1,10,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:47 EST"
"838",4068,341948297,1859,950647,NA,"CA REHABILITATION AND CORRECTIONS, CALIFORNIA CORRECTIONAL INSTITUTION (CCI) TEHACHAPI","24900 HWY 202","TEHACHAPI","CA",93561,"C",NA,"N","S",NA,922140,"B","B","I","A","","",NA,"","","",NA,"P.O. BOX 1031","TEHACHAPI","CA",93581,"HOST_EST_KEY_VALUE",300,"2016-12-02","2019-11-23","2016-12-05","2017-01-17","2019-11-24 00:23:18 EST",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839",4072,341954238,1863,936100,NA,"U.S. DEPARTMENT OF JUSTICE - FEDERAL BUREAU OF PRISONS (BOP) - FEDERAL CORRECTIONAL INSTITUTION (FCI","5701 8TH STREET","DUBLIN","CA",94568,"D",1503,"N","H",NA,922140,"J","B","I","A","","",NA,"","","",NA,"5701 8TH STREET","DUBLIN","CA",94568,"HOST_EST_KEY_VALUE",250,"2016-12-06","2019-11-23","2016-12-06","2017-03-06","2019-11-24 00:23:18 EST",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840",4088,341969095,1869,950643,NA,"COUNTY OF LA PROBATION DEPARTMENT, CHALLENGER MEMORIAL YOUTH CENTER","5300AVENUE I","LANCASTER","CA",93536,"B",NA,"N","S",NA,922140,"B","B","I","B","","",NA,"","","",NA,"5300AVENUE I","LANCASTER","CA",93536,"HOST_EST_KEY_VALUE",6500,"2016-12-09","2019-11-23","2017-05-16",NA,"2019-11-24 00:23:18 EST",NA,3935074,"01001","","3203(A)(7)","O","2017-05-17","2017-06-21","2",560,560,"","2017-06-09",1,5,"C",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:48 EST"
"841",4106,342029709,1878,950625,NA,"CALIFORNIA STATE PRISON, CORCORAN","4001 KING AVE","CORCORAN","CA",93212,"C",NA,"N","H",NA,922140,"B","B","I","B","","",NA,"","","",NA,"4001 KING AVE","CORCORAN","CA",93212,"HOST_EST_KEY_VALUE",2500,"2017-01-10","2019-11-23","2017-04-21","2017-04-28","2019-11-24 00:23:18 EST",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842",4111,342039666,1882,950621,NA,"CALIFORNIA CORRECTIONAL HEALTH CARE SERVICES","100 PRISON RD","REPRESA","CA",95671,"C",NA,"N","S",NA,922140,"B","B","I","B","","",NA,"","","",NA,"100 PRISON RD","REPRESA","CA",95671,"HOST_EST_KEY_VALUE",560,"2017-01-19","2019-11-23","2017-05-22","2017-09-27","2019-11-24 00:23:18 EST",2017,3948840,"01001","","3362(G)","O","2017-05-25","","3",225,225,"","2017-06-26",1,10,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"843",4122,342064854,1886,950625,NA,"CA CORRECTIONS AVENAL","1 KINGS WAY","AVENAL","CA",93204,"C",NA,"N","S",NA,922140,"B","B","I","A","","",NA,"","","",NA,"PO BOX 8","AVENAL","CA",93204,"HOST_EST_KEY_VALUE",24,"2017-01-27","2019-11-23","2017-04-07","2017-04-21","2019-11-24 00:23:18 EST",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844",4127,342072709,1890,950624,NA,"CA DEPT. OF CORRECTIONS AND REHABILITATION (CDCR)","5100 O'BYRNES FERRY ROAD","JAMESTOWN","CA",95327,"C",NA,"N","S",NA,922140,"B","B","I","A","","",NA,"","","",NA,"5100 O'BYRNES FERRY ROAD","JAMESTOWN","CA",95327,"HOST_EST_KEY_VALUE",300,"2017-01-30","2019-11-23","2017-04-12","2017-04-20","2019-11-24 00:23:19 EST",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845",4130,342080322,1893,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-30","2019-11-23","2017-01-30","2017-04-27","2019-11-24 00:23:19 EST",2017,3956945,"01002","","19100151 C","S","2017-03-29","","3",0,0,"","2017-04-25",1,2,"",1,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"846",4131,342080322,1893,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-30","2019-11-23","2017-01-30","2017-04-27","2019-11-24 00:23:19 EST",2017,3956954,"01005","","19100303 B07 I","S","2017-03-29","","3",0,0,"","2017-04-25",2,4,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"847",4132,342080322,1893,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-30","2019-11-23","2017-01-30","2017-04-27","2019-11-24 00:23:19 EST",2017,3956953,"01006","","19100304 F01 IV","S","2017-03-29","","3",0,0,"","2017-04-25",1,2,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"848",4133,342080322,1893,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-30","2019-11-23","2017-01-30","2017-04-27","2019-11-24 00:23:19 EST",2017,3956944,"01003","","19100157 C01","S","2017-03-29","","3",0,0,"","2017-04-25",1,2,"",1,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"849",4134,342080322,1893,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-30","2019-11-23","2017-01-30","2017-04-27","2019-11-24 00:23:19 EST",2017,3956946,"01001","","19100036 G02","S","2017-03-29","","3",0,0,"","2017-04-25",1,2,"",1,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"850",4135,342080322,1893,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-30","2019-11-23","2017-01-30","2017-04-27","2019-11-24 00:23:19 EST",2017,3956951,"01008","","19100305 G01 IV A","S","2017-03-29","2017-04-12","2",0,0,"","2017-04-25",1,2,"",1,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"851",4136,342080322,1893,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-30","2019-11-23","2017-01-30","2017-04-27","2019-11-24 00:23:19 EST",2017,3956948,"02001","","19100303 B02","R","2017-03-29","","3",0,0,"","2017-04-25",4,6,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"852",4137,342080322,1893,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-30","2019-11-23","2017-01-30","2017-04-27","2019-11-24 00:23:19 EST",2017,3956952,"01007","","19100304 G05","S","2017-03-29","","3",0,0,"","2017-04-25",1,2,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"853",4138,342080322,1893,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-30","2019-11-23","2017-01-30","2017-04-27","2019-11-24 00:23:19 EST",2017,3956949,"01010","","19101200 F05 I","S","2017-03-29","","3",0,0,"","2017-04-25",2,4,"",1,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"854",4139,342080322,1893,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-30","2019-11-23","2017-01-30","2017-04-27","2019-11-24 00:23:19 EST",2017,3956950,"01009","","19100334 A02 I","S","2017-03-29","","3",0,0,"","2017-04-25",2,2,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"855",4140,342080322,1893,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-30","2019-11-23","2017-01-30","2017-04-27","2019-11-24 00:23:19 EST",2017,3956947,"01004","","19100165 E","S","2017-03-29","","3",0,0,"","2017-04-25",2,4,"",1,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"856",4141,342082575,1894,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-31","2019-11-23","2017-01-31","2017-04-27","2019-11-24 00:23:19 EST",2017,3957387,"01006","","19100305 G01 II C","S","2017-03-29","2017-04-12","2",0,0,"","2017-04-25",12,8,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"857",4142,342082575,1894,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-31","2019-11-23","2017-01-31","2017-04-27","2019-11-24 00:23:19 EST",2017,3957388,"02001","","19100303 B02","R","2017-03-29","","3",0,0,"","2017-04-25",4,6,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"858",4143,342082575,1894,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-31","2019-11-23","2017-01-31","2017-04-27","2019-11-24 00:23:19 EST",2017,3957386,"01007","","19100305 G01 IV A","S","2017-03-29","","3",0,0,"","2017-04-25",4,6,"",1,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"859",4144,342082575,1894,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-31","2019-11-23","2017-01-31","2017-04-27","2019-11-24 00:23:19 EST",2017,3957381,"01002","","19100243 B02","S","2017-03-29","2017-04-12","2",0,0,"","2017-04-25",1,2,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"860",4145,342082575,1894,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-31","2019-11-23","2017-01-31","2017-04-27","2019-11-24 00:23:19 EST",2017,3957389,"01010","","19101200 G01","S","2017-03-29","","3",0,0,"","2017-04-25",1,2,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"861",4146,342082575,1894,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-31","2019-11-23","2017-01-31","2017-04-27","2019-11-24 00:23:19 EST",2017,3957390,"01009","","19100305 G02 III","S","2017-03-29","2017-04-12","2",0,0,"","2017-04-25",4,6,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
"862",4147,342082575,1894,936200,NA,"U.S. DEPARTMENT OF JUSTICE","13777 AIR EXPRESSWAY BLVD.","VICTORVILLE","CA",92394,"D",1500,"Y","S",NA,922140,"H","A","I","A","","",NA,"","","",NA,"USP VICTORVILLEP.O. BOX 5400","ADELANTO","CA",92301,"HOST_EST_KEY_VALUE",800,"2017-01-31","2019-11-23","2017-01-31","2017-04-27","2019-11-24 00:23:19 EST",2017,3957385,"01008","","19100305 G02 II","S","2017-03-29","2017-04-12","2",0,0,"","2017-04-25",2,8,"",5,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2019-12-01 00:32:49 EST"
